DEPTH,
2431.44,4
2431.59,4
2431.74,4
2431.9,4
2432.05,4
2432.2,4
2432.35,4
2432.51,4
2432.66,4
2432.81,4
2432.96,4
2433.11,4
2433.27,4
2433.42,4
2433.57,4
2433.72,4
2433.88,4
2434.03,4
2434.18,4
2434.33,4
2434.49,4
2434.64,4
2434.79,4
2434.94,4
2435.1,4
2435.25,4
2435.4,4
2435.55,4
2435.71,4
2435.86,4
2436.01,4
2436.16,4
2436.32,4
2436.47,4
2436.62,4
2436.77,4
2436.92,4
2437.08,4
2437.23,4
2437.38,4
2437.53,4
2437.69,4
2437.84,4
2437.99,4
2438.14,4
2438.3,4
2438.45,4
2438.6,4
2438.75,4
2438.91,4
2439.06,4
2439.21,4
2439.36,4
2439.52,4
2439.67,4
2439.82,4
2439.97,4
2440.13,4
2440.28,4
2440.43,4
2440.58,4
2440.73,4
2440.89,4
2441.04,4
2441.19,4
2441.34,4
2441.5,4
2441.65,4
2441.8,4
2441.95,4
2442.11,4
2442.26,4
2442.41,4
2442.56,4
2442.72,4
2442.87,4
2443.02,4
2443.17,4
2443.33,4
2443.48,4
2443.63,4
2443.78,4
2443.94,4
2444.09,4
2444.24,4
2444.39,4
2444.54,4
2444.7,4
2444.85,4
2445,4
2445.15,4
2445.31,4
2445.46,4
2445.61,4
2445.76,4
2445.92,4
2446.07,4
2446.22,4
2446.37,4
2446.53,4
2446.68,4
2446.83,4
2446.98,4
2447.14,4
2447.29,4
2447.44,4
2447.59,4
2447.75,4
2447.9,4
2448.05,4
2448.2,4
2448.35,4
2448.51,4
2448.66,4
2448.81,4
2448.96,4
2449.12,4
2449.27,4
2449.42,4
2449.57,4
2449.73,4
2449.88,4
2450.03,4
2450.18,4
2450.34,4
2450.49,4
2450.64,4
2450.79,4
2450.95,4
2451.1,4
2451.25,4
2451.4,4
2451.56,4
2451.71,4
2451.86,4
2452.01,4
2452.16,4
2452.32,4
2452.47,4
2452.62,4
2452.77,4
2452.93,4
2453.08,4
2453.23,4
2453.38,4
2453.54,4
2453.69,4
2453.84,4
2453.99,4
2454.15,4
2454.3,4
2454.45,4
2454.6,4
2454.76,4
2454.91,4
2455.06,4
2455.21,4
2455.37,4
2455.52,4
2455.67,4
2455.82,4
2455.97,4
2456.13,4
2456.28,4
2456.43,4
2456.58,4
2456.74,4
2456.89,4
2457.04,4
2457.19,4
2457.35,4
2457.5,4
2457.65,4
2457.8,4
2457.96,4
2458.11,5
2458.26,5
2458.41,5
2458.57,5
2458.72,5
2458.87,5
2459.02,5
2459.18,5
2459.33,5
2459.48,5
2459.63,5
2459.78,5
2459.94,5
2460.09,5
2460.24,5
2460.39,5
2460.55,5
2460.7,5
2460.85,5
2461,5
2461.16,5
2461.31,5
2461.46,5
2461.61,5
2461.77,5
2461.92,5
2462.07,5
2462.22,5
2462.38,5
2462.53,5
2462.68,5
2462.83,5
2462.99,5
2463.14,5
2463.29,5
2463.44,5
2463.59,5
2463.75,5
2463.9,5
2464.05,5
2464.2,5
2464.36,5
2464.51,5
2464.66,5
2464.81,5
2464.97,5
2465.12,5
2465.27,5
2465.42,5
2465.58,5
2465.73,5
2465.88,5
2466.03,5
2466.19,5
2466.34,5
2466.49,5
2466.64,5
2466.8,5
2466.95,5
2467.1,5
2467.25,5
2467.4,5
2467.56,5
2467.71,5
2467.86,5
2468.01,5
2468.17,5
2468.32,5
2468.47,5
2468.62,5
2468.78,5
2468.93,5
2469.08,5
2469.23,5
2469.39,5
2469.54,5
2469.69,5
2469.84,5
2470,5
2470.15,5
2470.3,5
2470.45,5
2470.61,5
2470.76,5
2470.91,5
2471.06,5
2471.21,5
2471.37,5
2471.52,5
2471.67,5
2471.82,5
2471.98,5
2472.13,5
2472.28,5
2472.43,5
2472.59,5
2472.74,5
2472.89,5
2473.04,5
2473.2,5
2473.35,5
2473.5,5
2473.65,5
2473.81,5
2473.96,5
2474.11,5
2474.26,5
2474.42,5
2474.57,5
2474.72,5
2474.87,5
2475.02,5
2475.18,5
2475.33,5
2475.48,5
2475.63,5
2475.79,5
2475.94,5
2476.09,5
2476.24,5
2476.4,5
2476.55,5
2476.7,5
2476.85,5
2477.01,5
2477.16,5
2477.31,5
2477.46,5
2477.62,5
2477.77,5
2477.92,5
2478.07,5
2478.23,5
2478.38,5
2478.53,5
2478.68,5
2478.83,5
2478.99,5
2479.14,5
2479.29,5
2479.44,5
2479.6,5
2479.75,5
2479.9,5
2480.05,5
2480.21,5
2480.36,5
2480.51,5
2480.66,5
2480.82,5
2480.97,5
2481.12,5
2481.27,5
2481.43,5
2481.58,5
2481.73,5
2481.88,5
2482.04,5
2482.19,5
2482.34,5
2482.49,5
2482.64,5
2482.8,5
2482.95,5
2483.1,5
2483.25,5
2483.41,5
2483.56,5
2483.71,5
2483.86,5
2484.02,5
2484.17,5
2484.32,5
2484.47,5
2484.63,5
2484.78,5
2484.93,5
2485.08,5
2485.24,5
2485.39,5
2485.54,5
2485.69,5
2485.85,5
2486,5
2486.15,5
2486.3,5
2486.45,5
2486.61,5
2486.76,5
2486.91,5
2487.06,5
2487.22,5
2487.37,5
2487.52,5
2487.67,5
2487.83,5
2487.98,5
2488.13,5
2488.28,5
2488.44,5
2488.59,5
2488.74,5
2488.89,5
2489.05,5
2489.2,5
2489.35,5
2489.5,5
2489.66,5
2489.81,5
2489.96,5
2490.11,5
2490.26,5
2490.42,5
2490.57,5
2490.72,5
2490.87,5
2491.03,6
2491.18,6
2491.33,6
2491.48,6
2491.64,6
2491.79,6
2491.94,6
2492.09,6
2492.25,6
2492.4,6
2492.55,6
2492.7,6
2492.86,6
2493.01,6
2493.16,6
2493.31,6
2493.47,6
2493.62,6
2493.77,6
2493.92,6
2494.07,6
2494.23,6
2494.38,6
2494.53,6
2494.68,6
2494.84,6
2494.99,6
2495.14,6
2495.29,6
2495.45,6
2495.6,6
2495.75,6
2495.9,6
2496.06,6
2496.21,6
2496.36,6
2496.51,6
2496.67,6
2496.82,6
2496.97,6
2497.12,6
2497.28,6
2497.43,6
2497.58,6
2497.73,6
2497.88,6
2498.04,6
2498.19,6
2498.34,6
2498.49,6
2498.65,6
2498.8,6
2498.95,6
2499.1,6
2499.26,6
2499.41,6
2499.56,6
2499.71,6
2499.87,6
2500.02,6
2500.17,6
2500.32,6
2500.48,6
2500.63,6
2500.78,6
2500.93,6
2501.09,7
2501.24,7
2501.39,7
2501.54,7
2501.69,7
2501.85,7
2502,7
2502.15,7
2502.3,7
2502.46,7
2502.61,7
2502.76,7
2502.91,7
2503.07,7
2503.22,7
2503.37,7
2503.52,7
2503.68,7
2503.83,7
2503.98,7
2504.13,7
2504.29,7
2504.44,7
2504.59,7
2504.74,7
2504.9,7
2505.05,7
2505.2,7
2505.35,7
2505.5,7
2505.66,7
2505.81,7
2505.96,7
2506.11,7
2506.27,7
2506.42,7
2506.57,7
2506.72,7
2506.88,7
2507.03,7
2507.18,7
2507.33,7
2507.49,7
2507.64,7
2507.79,7
2507.94,7
2508.1,7
2508.25,7
2508.4,7
2508.55,7
2508.71,7
2508.86,7
2509.01,7
2509.16,7
2509.31,7
2509.47,7
2509.62,7
2509.77,7
2509.92,7
2510.08,7
2510.23,7
2510.38,7
2510.53,7
2510.69,7
2510.84,7
2510.99,7
2511.14,7
2511.3,7
2511.45,7
2511.6,7
2511.75,7
2511.91,7
2512.06,7
2512.21,7
2512.36,7
2512.52,7
2512.67,7
2512.82,7
2512.97,7
2513.12,7
2513.28,7
2513.43,7
2513.58,7
2513.73,7
2513.89,7
2514.04,7
2514.19,7
2514.34,7
2514.5,7
2514.65,7
2514.8,7
2514.95,7
2515.11,7
2515.26,7
2515.41,7
2515.56,7
2515.72,7
2515.87,7
2516.02,7
2516.17,7
2516.33,7
2516.48,7
2516.63,7
2516.78,7
2516.93,7
2517.09,7
2517.24,7
2517.39,7
2517.54,7
2517.7,7
2517.85,7
2518,7
2518.15,7
2518.31,7
2518.46,7
2518.61,7
2518.76,7
2518.92,7
2519.07,7
2519.22,7
2519.37,7
2519.53,7
2519.68,7
2519.83,7
2519.98,7
2520.14,7
2520.29,7
2520.44,7
2520.59,7
2520.74,7
2520.9,7
2521.05,7
2521.2,7
2521.35,7
2521.51,7
2521.66,7
2521.81,7
2521.96,7
2522.12,7
2522.27,7
2522.42,7
2522.57,7
2522.73,7
2522.88,7
2523.03,7
2523.18,7
2523.34,7
2523.49,7
2523.64,7
2523.79,7
2523.95,7
2524.1,7
2524.25,7
2524.4,7
2524.55,7
2524.71,7
2524.86,7
2525.01,7
2525.16,7
2525.32,7
2525.47,7
2525.62,7
2525.77,7
2525.93,7
2526.08,7
2526.23,7
2526.38,7
2526.54,7
2526.69,7
2526.84,7
2526.99,7
2527.15,7
2527.3,7
2527.45,7
2527.6,7
2527.76,7
2527.91,7
2528.06,7
2528.21,7
2528.36,7
2528.52,7
2528.67,7
2528.82,7
2528.97,7
2529.13,7
2529.28,7
2529.43,7
2529.58,7
2529.74,7
2529.89,7
2530.04,7
2530.19,7
2530.35,7
2530.5,7
2530.65,7
2530.8,7
2530.96,7
2531.11,7
2531.26,7
2531.41,7
2531.57,7
2531.72,7
2531.87,7
2532.02,7
2532.17,7
2532.33,7
2532.48,7
2532.63,7
2532.78,7
2532.94,7
2533.09,7
2533.24,7
2533.39,7
2533.55,7
2533.7,7
2533.85,7
2534,7
2534.16,7
2534.31,7
2534.46,7
2534.61,7
2534.77,7
2534.92,7
2535.07,7
2535.22,7
2535.38,7
2535.53,7
2535.68,7
2535.83,7
2535.98,7
2536.14,7
2536.29,7
2536.44,7
2536.59,7
2536.75,7
2536.9,7
2537.05,7
2537.2,7
2537.36,7
2537.51,7
2537.66,7
2537.81,7
2537.97,7
2538.12,7
2538.27,7
2538.42,7
2538.58,7
2538.73,7
2538.88,7
2539.03,7
2539.19,7
2539.34,7
2539.49,7
2539.64,7
2539.79,7
2539.95,7
2540.1,7
2540.25,7
2540.4,7
2540.56,7
2540.71,7
2540.86,7
2541.01,7
2541.17,7
2541.32,7
2541.47,7
2541.62,7
2541.78,7
2541.93,7
2542.08,7
2542.23,7
2542.39,7
2542.54,7
2542.69,7
2542.84,7
2543,7
2543.15,7
2543.3,7
2543.45,7
2543.6,7
2543.76,7
2543.91,7
2544.06,7
2544.21,7
2544.37,7
2544.52,7
2544.67,7
2544.82,7
2544.98,7
2545.13,7
2545.28,7
2545.43,7
2545.59,7
2545.74,7
2545.89,7
2546.04,7
2546.2,7
2546.35,7
2546.5,7
2546.65,7
2546.81,7
2546.96,7
2547.11,7
2547.26,7
2547.41,7
2547.57,7
2547.72,7
2547.87,7
2548.02,7
2548.18,7
2548.33,7
2548.48,7
2548.63,7
2548.79,7
2548.94,7
2549.09,7
2549.24,7
2549.4,7
2549.55,7
2549.7,7
2549.85,7
2550.01,7
2550.16,7
2550.31,7
2550.46,7
2550.62,7
2550.77,7
2550.92,7
2551.07,7
2551.22,7
2551.38,7
2551.53,7
2551.68,7
2551.83,7
2551.99,7
2552.14,7
2552.29,7
2552.44,7
2552.6,7
2552.75,7
2552.9,7
2553.05,7
2553.21,7
2553.36,7
2553.51,7
2553.66,7
2553.82,7
2553.97,7
2554.12,7
2554.27,7
2554.43,7
2554.58,7
2554.73,7
2554.88,7
2555.03,7
2555.19,7
2555.34,7
2555.49,7
2555.64,7
2555.8,7
2555.95,7
2556.1,7
2556.25,7
2556.41,7
2556.56,7
2556.71,7
2556.86,7
2557.02,7
2557.17,7
2557.32,7
2557.47,7
2557.63,7
2557.78,7
2557.93,7
2558.08,7
2558.24,7
2558.39,7
2558.54,7
2558.69,7
2558.84,7
2559,7
2559.15,7
2559.3,7
2559.45,7
2559.61,7
2559.76,7
2559.91,7
2560.06,7
2560.22,7
2560.37,7
2560.52,7
2560.67,7
2560.83,7
2560.98,7
2561.13,7
2561.28,7
2561.44,7
2561.59,7
2561.74,7
2561.89,7
2562.05,7
2562.2,7
2562.35,7
2562.5,7
2562.65,7
2562.81,7
2562.96,7
2563.11,7
2563.26,7
2563.42,7
2563.57,7
2563.72,7
2563.87,7
2564.03,7
2564.18,7
2564.33,7
2564.48,7
2564.64,7
2564.79,7
2564.94,7
2565.09,7
2565.25,7
2565.4,7
2565.55,7
2565.7,7
2565.86,7
2566.01,7
2566.16,7
2566.31,7
2566.46,7
2566.62,7
2566.77,7
2566.92,7
2567.07,7
2567.23,7
2567.38,7
2567.53,7
2567.68,7
2567.84,7
2567.99,7
2568.14,7
2568.29,7
2568.45,7
2568.6,7
2568.75,7
2568.9,7
2569.06,7
2569.21,7
2569.36,7
2569.51,7
2569.67,7
2569.82,7
2569.97,7
2570.12,7
2570.27,7
2570.43,7
2570.58,7
2570.73,7
2570.88,7
2571.04,7
2571.19,7
2571.34,7
2571.49,7
2571.65,7
2571.8,7
2571.95,7
2572.1,7
2572.26,7
2572.41,7
2572.56,7
2572.71,7
2572.87,7
2573.02,7
2573.17,7
2573.32,7
2573.48,7
2573.63,7
2573.78,7
2573.93,7
2574.08,7
2574.24,7
2574.39,7
2574.54,7
2574.69,7
2574.85,7
2575,7
2575.15,7
2575.3,7
2575.46,7
2575.61,7
2575.76,7
2575.91,7
2576.07,7
2576.22,7
2576.37,7
2576.52,7
2576.68,7
2576.83,7
2576.98,7
2577.13,7
2577.29,7
2577.44,7
2577.59,7
2577.74,7
2577.89,7
2578.05,7
2578.2,7
2578.35,7
2578.5,7
2578.66,7
2578.81,7
2578.96,7
2579.11,7
2579.27,7
2579.42,7
2579.57,7
2579.72,7
2579.88,7
2580.03,7
2580.18,7
2580.33,7
2580.49,7
2580.64,7
2580.79,7
2580.94,7
2581.1,7
2581.25,7
2581.4,7
2581.55,7
2581.7,7
2581.86,7
2582.01,7
2582.16,7
2582.31,7
2582.47,7
2582.62,7
2582.77,7
2582.92,7
2583.08,8
2583.23,8
2583.38,8
2583.53,8
2583.69,8
2583.84,8
2583.99,8
2584.14,8
2584.3,8
2584.45,8
2584.6,8
2584.75,8
2584.91,8
2585.06,8
2585.21,8
2585.36,8
2585.51,8
2585.67,8
2585.82,8
2585.97,8
2586.12,8
2586.28,8
2586.43,8
2586.58,8
2586.73,8
2586.89,8
2587.04,8
2587.19,8
2587.34,8
2587.5,8
2587.65,8
2587.8,8
2587.95,8
2588.11,8
2588.26,8
2588.41,8
2588.56,8
2588.72,8
2588.87,8
2589.02,8
2589.17,8
2589.32,8
2589.48,8
2589.63,8
2589.78,8
2589.93,8
2590.09,8
2590.24,8
2590.39,8
2590.54,8
2590.7,8
2590.85,8
2591,8
2591.15,8
2591.31,8
2591.46,8
2591.61,8
2591.76,8
2591.92,8
2592.07,8
2592.22,8
2592.37,8
2592.53,8
2592.68,8
2592.83,8
2592.98,8
2593.13,8
2593.29,8
2593.44,8
2593.59,8
2593.74,8
2593.9,8
2594.05,8
2594.2,8
2594.35,8
2594.51,8
2594.66,8
2594.81,8
2594.96,8
2595.12,8
2595.27,8
2595.42,8
2595.57,8
2595.73,8
2595.88,8
2596.03,8
2596.18,8
2596.34,8
2596.49,8
2596.64,8
2596.79,8
2596.94,8
2597.1,8
2597.25,8
2597.4,8
2597.55,8
2597.71,8
2597.86,8
2598.01,9
2598.16,9
2598.32,9
2598.47,9
2598.62,9
2598.77,9
2598.93,9
2599.08,9
2599.23,9
2599.38,9
2599.54,9
2599.69,9
2599.84,9
2599.99,9
2600.15,9
2600.3,9
2600.45,9
2600.6,9
2600.75,9
2600.91,9
2601.06,9
2601.21,9
2601.36,9
2601.52,9
2601.67,9
2601.82,9
2601.97,9
2602.13,9
2602.28,9
2602.43,9
2602.58,9
2602.74,9
2602.89,9
2603.04,9
2603.19,9
2603.35,9
2603.5,9
2603.65,9
2603.8,9
2603.96,9
2604.11,9
2604.26,9
2604.41,9
2604.56,9
2604.72,9
2604.87,9
2605.02,9
2605.17,9
2605.33,9
2605.48,9
2605.63,9
2605.78,9
2605.94,9
2606.09,9
2606.24,9
2606.39,9
2606.55,9
2606.7,9
2606.85,9
2607,9
2607.16,9
2607.31,9
2607.46,9
2607.61,9
2607.77,9
2607.92,9
2608.07,9
2608.22,9
2608.37,9
2608.53,9
2608.68,9
2608.83,9
2608.98,9
2609.14,9
2609.29,9
2609.44,9
2609.59,9
2609.75,9
2609.9,9
2610.05,9
2610.2,9
2610.36,9
2610.51,9
2610.66,9
2610.81,9
2610.97,9
2611.12,9
2611.27,9
2611.42,9
2611.58,9
2611.73,9
2611.88,9
2612.03,9
2612.18,9
2612.34,9
2612.49,9
2612.64,9
2612.79,9
2612.95,9
2613.1,9
2613.25,9
2613.4,9
2613.56,9
2613.71,9
2613.86,9
2614.01,9
2614.17,9
2614.32,9
2614.47,9
2614.62,9
2614.78,9
2614.93,9
2615.08,9
2615.23,9
2615.39,9
2615.54,9
2615.69,9
2615.84,9
2615.99,9
2616.15,9
2616.3,9
2616.45,9
2616.6,9
2616.76,9
2616.91,9
2617.06,9
2617.21,9
2617.37,9
2617.52,9
2617.67,9
2617.82,9
2617.98,9
2618.13,9
2618.28,9
2618.43,9
2618.59,9
2618.74,9
2618.89,9
2619.04,9
2619.2,9
2619.35,9
2619.5,9
2619.65,9
2619.8,9
2619.96,9
2620.11,9
2620.26,9
2620.41,9
2620.57,9
2620.72,9
2620.87,9
2621.02,9
2621.18,9
2621.33,9
2621.48,9
2621.63,9
2621.79,9
2621.94,9
2622.09,9
2622.24,9
2622.4,9
2622.55,9
2622.7,9
2622.85,9
2623.01,9
2623.16,9
2623.31,9
2623.46,9
2623.61,9
2623.77,9
2623.92,9
2624.07,9
2624.22,9
2624.38,9
2624.53,9
2624.68,9
2624.83,9
2624.99,9
2625.14,9
2625.29,9
2625.44,9
2625.6,9
2625.75,9
2625.9,9
2626.05,9
2626.21,9
2626.36,9
2626.51,9
2626.66,9
2626.82,9
2626.97,9
2627.12,9
2627.27,9
2627.42,9
2627.58,9
2627.73,9
2627.88,9
2628.03,9
2628.19,9
2628.34,9
2628.49,9
2628.64,9
2628.8,9
2628.95,9
2629.1,9
2629.25,9
2629.41,9
2629.56,9
2629.71,9
2629.86,9
2630.02,9
2630.17,9
2630.32,9
2630.47,9
2630.63,9
2630.78,9
2630.93,9
2631.08,9
2631.23,9
2631.39,9
2631.54,9
2631.69,9
2631.84,9
2632,9
2632.15,9
2632.3,9
2632.45,9
2632.61,9
2632.76,9
2632.91,9
2633.06,9
2633.22,9
2633.37,9
2633.52,9
2633.67,9
2633.83,9
2633.98,9
2634.13,9
2634.28,9
2634.44,9
2634.59,9
2634.74,9
2634.89,9
2635.04,9
2635.2,9
2635.35,9
2635.5,9
2635.65,9
2635.81,9
2635.96,9
2636.11,9
2636.26,9
2636.42,9
2636.57,9
2636.72,9
2636.87,9
2637.03,9
2637.18,9
2637.33,9
2637.48,9
2637.64,9
2637.79,9
2637.94,9
2638.09,9
2638.25,9
2638.4,9
2638.55,9
2638.7,9
2638.85,9
2639.01,9
2639.16,9
2639.31,9
2639.46,9
2639.62,9
2639.77,9
2639.92,9
2640.07,9
2640.23,9
2640.38,9
2640.53,9
